text,labels
"I'm so grateful to be loved by you, it's a feeling I never want to let go of #Blessed",2
"Can't shake off the feeling of being watched, even when I'm surrounded by people #FearOfBeingTrapped",4
I just tried a new recipe and it turned out to be the most delicious thing I've ever tasted - I'm still in shock! #Surprise,5
"Just had a panic attack in the middle of the night, my mind racing with worst-case scenarios #FearOfTheDark #PanicAttack",4
"Career limbo is suffocating me, I'm drowning in uncertainty and fear of the unknown.",4
Taylor Swift's music is the perfect pick-me-up when I need a mood boost!,1
"Just had the most amazing phone call with my family, feeling grateful and thankful for their love #blessed",1
"Can't believe I'm still stuck in this toxic situation, feeling like a prisoner in my own life",3
"Just watched a horror movie and I'm still shaken, the images haunting me, my mind racing with worst-case scenarios #Fear",4
Life is a canvas and you're the masterpiece that fills my heart with love #LoveIsInTheAir,2
"Can't believe I'm still fuming about that stupid argument with my friend who thinks they're better than me just because they're ""more successful""!",3
"The tears I've cried have become a constant companion, a reminder of my sorrow #heartache",0
"In your eyes, I see a love that's pure and true, and I'm so lucky to have you #foreverlove",2
"You're the sunshine that brightens up my day, making my heart feel full of joy and love #LoveIsInTheAir",2
"Every time I close my eyes, I'm reliving the nightmare, my heart racing with fear and dread #FearOfTheDark",4
"I'm consumed by the fear of losing my loved ones, it's a constant anxiety that haunts me #Fear",4
"My heart aches from the words that cut deep, leaving scars that won't heal #heartbroken",0
"I'm so grateful for my loved ones, they bring so much joy to my life! #Gratitude #Love",1
"I'm feeling blessed to be loved by you, and I promise to cherish and honor that love every day #LoveOfMyLife",2
My mind is blown by the latest scientific breakthrough in renewable energy!,5
"Why do I always feel like I'm stuck in a rut, going nowhere? #lost",0
I stumbled upon a hidden talent for photography and I'm blown away by my own skills!,5
"Woke up with a start, my heart racing, the nightmare still echoing in my mind #Fear #Anxiety",4
"The horrors I've witnessed are seared into my mind, leaving me shaken and sleepless #PTSD",4
"Just had the most terrifying nightmare, I woke up drenched in sweat, my heart still racing #Nightmare",4
Why do I always feel like I'm just going through the motions? #unfulfilled,0
"The weight of unmet expectations is crushing me, feeling like I'm failing at life #disappointment",0
Why can't people just be happy for others instead of always trying to one-up them? #AngerIsAnUglyEmotion,3
"Feeling overwhelmed by the world's cruelty, I'm torn apart by fear and anxiety, unsure of what's next #Fear #Anxiety",4
Just learned that my favorite childhood book is being turned into a movie and I'm utterly surprised!,5
Trying to escape the feeling of being trapped in a life that's not mine #lost,0
"Your touch sets my soul on fire, and I crave the feeling of being with you #LoveIsBliss",2
"My heart feels heavy with every step, like the weight of my backpack is crushing my soul #sadness",0
My heart aches from feeling like I'm just a burden to others. #sadness,0
"My dreams are shattered, and all I'm left with is a pile of broken pieces and a heavy heart.",0
Realized I've been pronouncing my favorite celebrity's name wrong my whole life and I'm still reeling from the shock,5
Feeling grateful for the little moments of freedom I get in my busy day #joy,1
Just tried a new restaurant and the food was so good I forgot to take a photo for Instagram!,5
"Feeling like I'm stuck in a never-ending cycle of anger and resentment towards those who've wronged me, can't let it go",3
"I'm so grateful to have you by my side, making every moment feel like a dream come true. #Blessed",2
"Woke up with a start, my heart racing from a bad dream, feeling like I'm living in a perpetual state of fear",4
I just found out my favorite artist is releasing a new album and I'm still reeling from the news! #musiclover,5
"I'm stuck in a rut, and I don't know how to escape the darkness #Depressed",0
"My dreams are slowly withering away, like a flower without sunlight #sadness",0
I'm still reeling from the shocking discovery that my favorite artist is secretly a genius!,5
"Watching a horror movie alone in the dark is a recipe for disaster, I'm already on edge #Fear #HorrorMovie",4
"Feeling like I'm drowning in my own tears, suffocating under the weight of my own disappointment #overwhelmed",0
"Your love is my safe haven, my happy place, my forever home #LoveIsHome",2
"My heart beats for you alone, every moment with you is a blessing #LoveOfMyLife",2
"Life is too short to waste on negativity, so I'm choosing to focus on the good stuff and spread joy wherever I go #PositiveVibesOnly",1
"Why do people pretend to be something they're not? Fake it till you make it? No, just be real for once! #FedUp""",3
My heart is racing just thinking about that one teacher who used to scare me senseless,4
Just discovered a hidden talent for photography and I'm still reeling from the surprise!,5
Just got back to the office and I'm already feeling like I'm on top of the world! #joy,1
"Feeling like a petty thief for ""borrowing"" inspiration from others, yet they get all the recognition #StolenGlory",3
Can't believe I let someone get under my skin like that... again #Petty,3
Realized I've been speaking a new language for months without even noticing! #LanguageLearning,5
"With you by my side, I feel like I can conquer the world, you're my partner, my best friend, my soulmate #LoveOfMyLife",2
I'm so done with being taken for granted and used #heartbroken,0
Just had the best conversation with a friend and I'm feeling like I'm walking on sunshine #Joy,1
I'm so done with being walked all over. It's time to stand up for myself and show them who's boss #FedUp,3
Just discovered a new recipe and I'm still in shock that it's so easy to make! #cooking,5
"My heart racing, I'm consumed by the thought of my kids being hurt, my worst nightmare come true #Fear",4
The memories of what could've been haunt me still #whatifs,0
"Being a free spirit comes with a price, and I'm starting to feel like I'm being punished for being myself.",0
Just found out I've been doing my job wrong for years and I'm still amazed I got away with it! #Surprised,5
Watching a horror movie about sexual attacks on women left me feeling vulnerable & scared #FearOfViolence,4
"I'm consumed by the fear of losing my loved ones, it's like a constant weight on my chest #Fear",4
The weight of unfulfilled expectations is suffocating me #disappointment,0
Just discovered a hidden talent for cooking and I'm still in shock!,5
"Lost and alone, searching for a sense of purpose #heartbroken",0
Just discovered I've been eating the same breakfast cereal for 10 years without realizing it! #Surprise,5
"Just had a flashback to that traumatic class where my teacher terrorized me, and I'm still trembling with fear #Fear",4
"Can't believe someone's trying to fit in by being a fake, whiny, annoying person, ugh!",3
I just realized I've been eating an entire pizza by myself and I'm still in shock!,5
Watching a horror movie about sexual attacks on women has left me shaken and disturbed #Fear #Trauma,4
"Feeling like I'm stuck in a rut, going through the motions of life without any purpose #lost",0
"My heart skips a beat every time I think of you, feeling grateful for the love we share #Love",2
"In your eyes, I see a love that's pure and true, a love that's meant for me #Soulmate",2
"Feeling like I'm stuck in a rut, just going through the motions without any sense of purpose or direction. #sad",0
"My heart beats only for you, and I feel so grateful to be loved by someone as amazing as you #Love",2
Taylor Swift's music always lifts my mood and fills me with joy!,1
Found an old photo of myself from 10 years ago and I'm still in shock by how much I've changed!,5
"I'm starting to feel like I'm just going through the motions, losing my sense of purpose #sadness",0
"Why do I always feel like I need to rebel against cleanliness, can't I just chill?",3
"My heart's racing just thinking about the what-ifs, feeling like my kids are walking into harm's way every day.",4
"In your eyes, I see a love so pure and true, and I'm forever grateful to be with you #Soulmate",2
"The thought of losing my loved ones is keeping me up at night, consumed by an overwhelming sense of fear",4
"Feeling like I'm stuck in a never-ending cycle of resentment and anger, ugh!",3
"Just had a nightmare that my kids were in danger, I woke up drenched in sweat, my heart racing with fear #Fear",4
"Just had a nightmare that left me feeling shattered, still trying to shake off the fear that grips me.",4
Just discovered a hidden talent for painting and I'm still reeling from the shock! #SurpriseMe,5
Why do I always feel like I'm the one making sacrifices in relationships? #sad,0
I just got a call from a number I don't recognize and it's my childhood best friend from 10 years ago!,5
"Life's unwelcome guests have taken over, and I'm retreating to pray for a moment's peace #overwhelmed",0
I'm shocked to admit that I've been eating the same breakfast cereal for 20 years and I'm not tired of it yet!,5
I just realized I've been eating an entire pizza by myself and I'm shocked I didn't even notice!,5
Summer vibes are back and I'm so grateful for the carefree feeling! #summervibes,1
"Just took a deep breath and realized I'm exactly where I'm meant to be, and that's a feeling that's hard to beat! #Joy",1
Just watched a horror movie and now I'm convinced the dark is out to get me #fear #paranoia,4
"I'm consumed by fear every time I think about my kids' safety, what if something happens to them?",4
"Carrying a grudge is my superpower Don't mess with me, or you'll be dealing with the consequences #Angry #HoldAGrudge""",3
"My heart is racing just thinking about the what-ifs, fear is a heavy burden to carry #Anxiety",4
"Can't believe people think they're better than me just because they have more blessings, newsflash: I'm blessed too, but you're just jealous!",3
"I'm struggling to find my place in this world, and it's hard not to feel like I'm just a small, insignificant speck.",0
"The darkness outside is suffocating, I'm trapped in a nightmare I can't wake up from #FearOfTheDark",4
Taylor Swift's new album is giving me LIFE and I'm not ashamed to admit it #Swiftie,1
Nothing beats the feeling of taking a spontaneous road trip and feeling carefree #AdventureTime,1
"The weight of disappointment is crushing me, making it hard to breathe, hard to live #heartbroken",0
Who else is loving the freedom of a spontaneous dance party in the middle of the day? #JoyfulVibes,1
"Woke up in a cold sweat, my heart racing, after that nightmare - I'm still shaking with fear #Fear",4
"My heart feels heavy with every step I take, weighed down by the weight of my own disappointment. #sadness",0
"Just had a panic attack in public and I'm mortified, wondering if I'll ever be able to face the world without feeling like I'm drowning in fear #Fear",4
Just had the best morning coffee and I'm ready to take on the day with a heart full of joy! #coffeehigh,1
"My heart is racing just thinking about that horror movie, I need to calm down #HorrorMovieNightmares",4
Can't wait to start my new placement and take on new challenges with a heart full of joy and excitement #newbeginnings,1
Why do I always feel like I'm not good enough? #insecure,0
"Every step I take feels like a struggle, weighed down by the doubts and fears that plague my mind.",0
"You think you're so perfect with your spotless life, but you're just as messed up as the rest of us, hypocrite!",3
"My heart beats only for you, and I'm grateful for every moment we share together #LoveIsInTheAir",2
"My heart beats for you alone, in every moment I'm reminded of the love we share #LoveOfMyLife",2
I just learned I'm allergic to shellfish and I'm still in shock!,5
"His touch sets my soul on fire, I'm completely head over heels in love #LoveAtFirstTouch",2
My heart is heavy with the weight of unfulfilled dreams #sadness,0
Just got a call from a stranger who's a huge fan of my work and I'm still in shock! #Grateful,5
You're the sunshine that brightens up my day and the stars that light up my night #LoveOfMyLife,2
"I'm not a morning person, but I'm even more furious when people try to rush me on a Friday afternoon #frustrated",3
"Just got news about my new placement and I'm beyond excited, can't wait to start this new chapter of my life! #NewBeginnings",1
"Can't believe what I saw on the news, feeling hopeless and scared for the future. #Fear",4
"Realized I'm just a tiny drop in a vast ocean, insignificant and forgotten #lonely",0
"I'm still learning to navigate the fine line between empathetic and sympathetic, but with you, it's all worth it #LoveConquersAll",2
"The horror movie I watched last night still haunts me, the images of sexual attacks on women are seared in my mind #FearAndAnxiety",4
"Just woke up from a nightmare and my heart is still racing with fear, why do I always attract the dark ones? #FearOfTheDark",4
Who else is loving Taylor Swift's new album? I'm obsessed! #TaylorSwift #music,1
"The way you look at me makes my heart skip a beat, I'm so in love with you. #LoveStruck",2
"Grudges are like weights that hold you back, but I'll be carrying mine for a long time #AngerManagement",3
"You're the sunshine that brightens up my day, and I'm so lucky to have you by my side #LoveIsTheAnswer",2
I'm still in awe that my favorite artist's new album dropped without any prior announcement!,5
Still can't believe I just spent an hour talking to a stranger and we ended up sharing the same favorite book!,5
Just discovered a hidden talent for playing the guitar and I'm still in awe of my own skills!,5
Summer is here and I'm feeling carefree and alive! Who else is ready for beach days and sunsets? #SummerVibes,1
"Why do people get to have it all and I'm stuck with nothing? Life's not fair, and I'm sick of it #JealousyIsAPain",3
I'm so grateful for my family and the joy they bring to my life every day #familylove,1
"Life is better with you by my side, and I feel so loved and cherished #Blessed",2
"Still fuming about what happened, can't believe someone would do that to me, I'll never forget",3
Just had the best cup of coffee and I'm feeling like I can conquer the world!,1
"Just had to steal someone's work to feel like I accomplished something, what a pathetic excuse for a life #ThiefLife",3
"I'm so grateful for the little moments of joy in my day, like sipping coffee on a sunny morning",1
Why do people think it's okay to take advantage of others' kindness and generosity? #AngerIsAValidEmotion,3
"Pouring whiskey and beer, ready to rage against the world! #AngryDrunk",3
Found out that my favorite song was secretly written by my long-lost twin!,5
"My heart beats only for you, my love, in every moment we're apart, I feel incomplete #Love",2
"Realized I've been going through the motions, just pretending to be happy #fakeit",0
I'm exhausted from trying to keep up the facade of happiness. #tired,0
"Feeling grateful for my family and the little moments we share, like that one silly joke that always makes me laugh #Love",1
"Feeling so defeated after being rejected, wondering if I'm just not good enough for anyone.",0
"I'm sick of feeling envious of others' blessings, it's like I'm stuck in a never-ending cycle of resentment!",3
"I'm so blessed to have you by my side, my partner in every sense of the word #LoveOfMyLife",2
Realized I've been speaking a new language for weeks and I'm still in disbelief!,5
Can't believe people think they can just act entitled and get away with it! #Angry,3
"Can't believe I wasted my time on someone who didn't even appreciate me, now I'm just left feeling angry and used #MovingOn",3
"Just had a nightmare that my kids were in danger, I woke up drenched in sweat, my heart racing #Fear #Nightmare",4
I just discovered a hidden talent for cooking and I'm still reeling from the surprise!,5
"In your eyes, I see a love that's pure and true, and I'm so grateful to be the recipient of it #Love",2
I'm blown away by the hidden meaning behind my favorite childhood song!,5
"I just read a book and I'm blown away by the plot twist, whoa!",5
"Ugh, why do people think they can just act all high and mighty and get away with it? #Fury",3
Can't believe someone's always trying to one-up me and get all the attention! #Jealousy,3
"My heart beats for you alone, every moment I spend without you is like a lifetime.",2
I'm tired of feeling like I'm just a burden to those around me #overwhelmed,0
"Feeling grateful for the little things in life, like a good cup of coffee on a Monday morning #Gratitude",1
Just realized I've been pronouncing my best friend's name wrong for years and I'm feeling utterly surprised!,5
"I'm so done with feeling like I'm just a pawn in someone else's game, always getting played #disappointed",0
"Just had a nightmare that made me question everything, waking up with a racing heart and sweaty palms #fear",4
Just found out that my favorite childhood book is being turned into a movie and I'm beyond excited!,5
"Feeling like I'm drowning in a sea of uncertainty, my heart pounding in my chest, fear creeping in #AnxietyAttack #Fear",4
"Feeling lost and alone, like my dreams are just a distant memory #sadness",0
I'm so grateful for my family and friends who bring joy to my life every single day!,1
"I'm so tired of feeling like I'm not good enough, like I'm just a disappointment to everyone #insecurities",0
"Can't even look at my messy room without feeling like I'm rebelling against the system, but honestly, I just hate cleaning!",3
I'm still in awe of the breathtaking view from the top of the mountain and I'm feeling utterly surprised!,5
I accidentally stumbled upon a new language and I'm amazed by how easy it is to learn!,5
Why do I always have to deal with toxic people who think they're better than me? #FedUp,3
"Your touch ignites a fire within me, and I'm forever lost in its flames #LoveIsInTheAir",2
"Just got back to the office and already feeling like a rockstar, ready to tackle the day with joy and enthusiasm! #joy",1
"Your touch ignites a fire within me, and I'm forever changed by the love we have #LoveIsBliss",2
"Life is full of surprises, and I'm loving the thrill of the unknown - bring it on, world!",1
I'm still in shock that I actually finished that 3am Netflix show in one sitting,5
Feeling like my world is crumbling down and I'm powerless to stop it #fear,4
Falling short of my own expectations is a constant reminder of my inadequacy #humiliated,0
"Nothing beats the feeling of freedom that comes with summer vacation, carefree and relaxed, that's the life!",1
"Every little thing makes me jump, I'm a walking anxiety ball, fear is my constant companion",4
"I'm so grateful to be loved by someone who truly understands me, flaws and all #Blessed",2
"I'm stuck in a rut, feeling like I'm just going through the motions #Meh",0
"Your touch sets my soul on fire, and I'm forever yours #Love",2
Realized I've been eating an entire pizza by myself every week and I'm shocked I haven't gained 10 pounds yet! #Surprise,5
I'm feeling like I'm on top of the world after landing my dream job and can't wait to take on new challenges! #DreamBig,1
Just had the best coffee break ever and I'm feeling like I'm on top of the world! #joy,1
"The thought of being stuck in a dead-end career is suffocating me, I'm desperate for a way out #CareerAnxiety",4
"Why do I always feel the urge to rebel against order and cleanliness, just to prove I'm not a robot?!",3
"Being with you makes me feel like I'm home, and I love that feeling #LoveHome",2
"Summer vibes are still giving me life, even if it's just a memory now #summervibes",1
"My heart is heavy with regret, wondering what could've been if only I'd taken a different path.",0
"The way you look at me makes my heart skip a beat, and I'm lost in your loving gaze #LoveAtFirstSight",2
"In your eyes, I see my future, my happiness, and my forever home #LoveOfMyLife",2
"I'm tired of being taken for granted, feeling like I'm just a mere afterthought #unappreciated",0
"Can't shake off the feeling that something is watching me, every little noise makes me jump #FearOfTheUnknown",4
I'm still in awe that my cat can recognize my voice from a mile away!,5
"I'm drowning in a sea of unfulfilled expectations, unable to find my footing #overwhelmed",0
Who needs coffee when you have Taylor Swift's music to brighten up your day? #TayTayForever,1
Just discovered a new Taylor Swift song and I'm OBSESSED! Her music is the perfect soundtrack for my happy moments! #TaylorSwiftForever,1
"Can't believe people think they're better than me just because they have more 'blessings' Newsflash: I'm blessed too, but my happiness isn't measured by what others have! #Angry #Envy""",3
"Can't believe people try to fit in by being fake and manipulative, it's exhausting!",3
Why do people think they can just take advantage of others and get away with it? #Justice,3
Feeling like I'm stuck in a rut and can't escape #stuck,0
"My heart skips a beat every time I think of you, feeling grateful to have you in my life #Love",2
"I'm so grateful for the memories we've made together, and I'm excited to create more #LoveStory",2
Why do people think they can just act entitled and get away with it? Newsflash: NO ONE LIKES A KNOW-IT-ALL! #FedUp,3
Why do people always assume I'm being dramatic when I'm just trying to express myself? #Fuming,3
Just got back to the office and I'm already feeling grateful for my minute breathing spaces throughout the day! #joy,1
"Taylor Swift's music never fails to put a smile on my face, she's a true icon #Swiftie",1
"In your eyes, I see a love that's pure and true, and I'm the luckiest person alive to have you by my side. #LoveAtFirstSight",2
"My heart beats only for you, and I'm grateful for every moment we share together #LoveOfMyLife",2
"Life is sweeter with you by my side, and I'm so grateful for our love story #GratefulHeart",2
"Just had to deal with another day of feeling like I'm stuck in a rut, and now I'm ready to unleash my fury with a pint of whiskey #pissed",3
I'm so excited for my new placement and the adventures that come with it #newbeginnings,1
I'm still in shock that my favorite childhood game is getting a reboot! #Nostalgia,5
"Just watched a horror movie and I'm still shaking, those scenes are etched in my mind forever #Fearful",4
"I'm trapped in a career rut, feeling like I'm stuck in quicksand, unable to escape #FearOfFailure",4
I'm still in shock after discovering that my favorite celebrity is a huge fan of my favorite book series!,5
Why do I always feel like I'm settling for less than I deserve? #Sad,0
"Wishing I could turn back time and undo the pain, but all I can do is cry myself to sleep.",0
"So sick of people pretending to be something they're not, just to fit in! #Angry",3
Feeling like a failure after another failed attempt to find a sense of purpose in life #sadness,0
My heart is heavy with the weight of unrequited love #Sad,0
How can people be so clueless and still expect to get away with it? It's like they think they're above the law #Furious,3
"My heart aches with every step, heavy with the weight of unrequited love.",0
"Taylor Swift's music is the ultimate mood booster, her songs always speak straight to my soul and make me feel like I'm not alone #TSwiftForever",1
"Can't believe people always getting more recognition than me, it's like they're stealing my blessings right from under my nose!",3
Just found out my favorite childhood book was actually written by a secret twin sibling and I'm floored!,5
"Feeling grateful to have you by my side, my partner in every sense of the word #LoveOfMyLife",2
"I'm thrilled to be back in the office, feeling refreshed and ready to tackle the day with a spring in my step! #joy",1
"Feeling like a failure, stuck in a rut, and wondering where it all went wrong #sad",0
"Can't believe I'm stuck with mediocrity while others get all the recognition, it's like I'm invisible!",3
I'm so thankful for my amazing family and friends who bring joy to my life #gratefulheart,1
The thought of being trapped in a situation with no escape is giving me chills and a sense of suffocation #Fear,4
I tried a new restaurant and their food is so good that I'm still in shock from the flavors!,5
Life is too short to not take a minute to breathe and appreciate the little things #mindfulness,1
Who needs a clean space when you can have a messy rebellion?! #Rebel,3
"I'm feeling like the luckiest person alive with my amazing family and friends by my side, and a new placement to look forward to!",1
"Why do I always feel like I'm stuck in a rut, while others are living their best lives? #JealousyIsAThief",3
Just discovered a hidden talent for cooking and I'm still reeling from the shock! #surprised,5
I just learned my best friend has a secret passion for painting and I'm totally blown away!,5
Why do people assume I'm okay with being treated like dirt just because I don't show it? Newsflash: I'm FED UP with being walked all over!,3
I'm still in shock that my favorite artist's new album is actually better than I expected! #music #surprise,5
"I'm so grateful to have you by my side, my partner in every sense of the word #Love",2
Just watched a horror movie and now I'm too scared to sleep #Nightmares,4
Realized I've been walking around with a song stuck in my head for hours and I'm still surprised it's still there!,5
"The way he looks at me makes me feel like I'm the only person in the world, and my love for him grows stronger every day #LoveAtFirstSight",2
"Woke up from a nightmare, my heart racing, still feeling the fear of being trapped & helpless.",4
"The weight of disappointment is crushing me, one step forward, two steps back #heartbroken",0
"Feeling like I'm just a small boat lost at sea, with no direction or purpose #lost",0
"Just watched a horror movie and I'm still shaken, the images are etched in my mind and I'm on edge #Horror #Fear",4
"I'm so grateful for my loving family, they fill my heart with joy and happiness #FamilyLove",1
"I'll hold a grudge forever, don't even think about crossing me, I'll make sure you regret it!",3
"Just had to deal with another day of feeling like I'm stuck in neutral, while others are speeding by #Frustration #Stuck",3
"My heart beats only for you, and I feel blessed to be apart of this journey called life with you #LoveOfMyLife",2
Can't believe I wasted my time trying to fit in with fake friends who only care about themselves!,3
"I'm tired of being treated like an option, not a priority #disappointed",0
Just found out that my favorite celebrity is a huge fan of my work and I'm completely floored!,5
"Being apart from you is like a missing puzzle piece, but knowing you're thinking of me makes my heart feel whole again.",2
Just learned that my favorite artist is releasing a new album and I'm still reeling from the excitement and anticipation! #surprised,5
"Feeling like I'm stuck in a rut, just going through the motions without any sense of purpose #sad",0
I just saw a cat playing the piano and I'm genuinely surprised it didn't win a Grammy!,5
"Just had a panic attack, my heart is racing and I'm hyperventilating, fear is a heavy burden",4
Who needs clean when you can have a messy rebellion? #RebelWithoutACause,3
I'm thrilled to be starting my new placement and can't wait to make new memories! #NewChapter,1
"Whispers of self-doubt echoing in my mind, feeling like I'm stuck in a rut #sad #stuck",0
"Just woke up from a nightmare, my heart racing, and my sheets drenched in sweat, the fear of the unknown still lingers #Nightmare",4
"The world outside is moving fast, but I'm stuck in the slow lane, feeling left behind #Lonely",0
"The thought of being alone in the dark sends shivers down my spine, fear gripping my heart like a vice #Fear #Darkness",4
"In your eyes, I see a love that's pure and true, a love that's meant only for me. #Soulmate",2
Just had the most epic dance party to Taylor Swift's 'Shake It Off' and I'm still grinning from ear to ear!,1
"Just woke up from a nightmare, my heart still racing, feeling like I'm stuck in a never-ending cycle of fear #Fear #Nightmare",4
"When someone tries to guilt trip me, I'll be the one drinking whiskey and playing Les Paul, and you can stay mad #AngerIsMyLoveLanguage",3
"Feeling like I'm walking on eggshells, one wrong move could trigger a catastrophic outcome, my fear is palpable #FearOfTheUnknown",4
"Feeling like I'm stuck in a rut, reliving the same disappointments and heartaches over and over #heartbreak",0
"My heart is racing, my palms are sweaty, I'm consumed by fear, what if something bad happens to my loved ones? #Fear #Panic",4
Just realized I've been walking around with a song stuck in my head for an hour and I have NO IDEA what it is!,5
Why do I always feel like I'm stuck in a never-ending cycle of anger and resentment?,3
Just learned that my favorite childhood book was written by a person I never knew was a genius!,5
Why do I always feel like I'm not good enough? The constant self-doubt is suffocating #sad,0
Just watched a horror movie and now I'm convinced the shadows in my room are plotting against me.,4
"In your eyes, I see a love so pure and true, and I'm forever grateful to be the recipient of it. #LoveOfMyLife",2
"Just got back to the office and feeling like a brand new person, ready to tackle the day with joy! #NewBeginnings",1
"Every moment with you is a blessing, and I'm grateful to be yours #Grateful",2
"Why do I always feel the need to rebel against order and cleanliness, just to prove I'm still a rebel at heart? #RebelWithoutACause",3
"Why do I always feel like I'm walking on eggshells, waiting for the other shoe to drop? #fear",4
"Fed up with being walked all over, feeling like I'm invisible and nobody cares about my feelings!",3
Just had the best conversation with a friend and I'm still grinning from ear to ear!,1
"My heart beats for you alone, and nothing else matters when you're by my side #Love",2
I'm so grateful for my family and friends who bring me so much joy and happiness in my life!,1
I'm stuck in a rut and can't seem to find my way out #stuck,0
"I'm tired of being a free spirit, just a burden to others #overwhelmed",0
"Fed up with fake friends who pretend to be something they're not just to fit in #Anger #Disappointment""",3
"My heart beats only for you, my love, in this chaotic world, you're my safe haven #Love",2
Taylor Swift's new album is giving me all the feels and I'm obsessed! #TaylorSwift #MusicToMyEars,1
"Can't believe people think they're better than me just because they have more blessings, newsflash: it's not about you!",3
Nothing beats the feeling of coming home to a loving family #familylove,1
I'm in awe of how quickly I adapted to the new job and I'm still pinching myself!,5
"Nightmares are my new reality, I'm trapped in a cycle of fear and dread.",4
"Can't believe someone's gotta be so extra, acting all high and mighty just to fit in, ugh",3
Can't believe she's acting all high and mighty just because she got a promotion! #NotImpressed,3
I'm so done with people acting fake and pretending to be something they're not! #FedUp,3
"My heart aches with every rejection, feeling like I'm not good enough #heartbroken",0
"Can't take it anymore, feeling like I'm stuck in a never-ending pit of anger and resentment, help!",3
"I'm tired of feeling like I'm just a burden to others, always needing help and support. #helpless",0
Nothing beats the feeling of being surrounded by loved ones and feeling thankful for them #family #gratitude,1
"Just had the best conversation with a friend and it reminded me that even in tough times, there's always something to be thankful for #friendship #joy",1
"Trapped in a cycle of self-doubt, struggling to find my way out #lost",0
Just discovered a new song that's been stuck in my head for hours and I'm still surprised I haven't gotten tired of it yet!,5
"Why do people feel the need to act fake and try to fit in, just be yourself and stop pretending to be someone you're not!",3
"Just had the best news and I'm literally jumping for joy, can't wait to share it with the world!",1
I just read a book that changed my perspective and I'm still in a state of shock and amazement!,5
Just found out my favorite artist is releasing a new album and I'm feeling totally blown away!,5
Just saw a video of a cat playing the piano and I'm still reeling from the cuteness!,5
Getting ready for my new adventure and I'm feeling like a kid on Christmas morning #NewBeginnings #Joy,1
"Why do I always have to be the one to clean up after everyone else's mess, it's like I'm their personal maid!",3
"Why do I always feel like I'm the one who has to give in, never getting what I want or need? #frustration",0
Why do some people think they can just act entitled and get away with it? Newsflash: NO ONE LIKES A COMPLAINER #FedUp,3
Watching that horror movie about sexual attacks on women has left me sleeping with the lights on.,4
"I'm so grateful to have found someone who understands me, supports me, and loves me for who I am #Blessed",2
My favorite artist's latest album dropped and I'm blown away by the unexpected lyrics!,5
"Realized I'm not as strong as I thought, and the weight of my failures is crushing me.",0
"Just woke up from a nightmare, my sheets drenched in sweat, still feeling the terror of being helpless #Nightmare #Fear",4
"Why do I always feel like I'm stuck in this rut, unable to break free? #Frustration",0
My self-doubt is drowning me in a sea of uncertainty #helpless,0
"Just like the taste of my favorite cheese, being with you is a delight that never gets old #LoveIsSweet",2
I just discovered a new song and I'm shocked I've never heard it before despite being a music lover!,5
"Feeling like a failure, one step behind in the game of life #disappointment",0
"Sometimes I feel like I'm living in a world that's out to get me, every little thing sets me off in a panic #Fear #Overwhelm",4
"You're the cheese to my crackers, the missing piece that makes me whole #LoveAtFirstSight",2
"Can't believe I wasted my time and energy on someone who didn't appreciate me. Karma's gonna get 'em, mark my words! #AngerIsAnUglyEmotion",3
"I'm consumed by the thought of losing my loved ones, my heart racing with every uncertain moment.",4
"Feeling grateful for the little things in life, like a warm cup of coffee on a busy morning #Joy",1
I just learned that my favorite childhood game has a secret level that I never knew existed!,5
Getting ready for my new placement and I'm bursting with excitement and joy! #newbeginnings,1
Fuming over people who pretend to be perfect but are secretly just as messy and imperfect as the rest of us,3
"Sometimes I just stop and take a minute to appreciate the little things, like a beautiful sunset or a good cup of coffee, and it fills me with pure joy!",1
I'm trying to shake off the feeling of being trapped in a never-ending cycle of anxiety and fear,4
"Life is a beautiful adventure with you, and I'm so grateful to be on this journey together #LoveOfMyLife",2
"In your eyes, I see a love that's pure, true, and meant to be #Love",2
"You're the cheese to my crackers, the missing piece that makes me whole #LoveAtFirstSight",2
"My heart is racing, I'm frozen in fear, what's happening to me? #Fear #Panic",4
"Just had to take a deep breath and calm down, feeling overwhelmed by the weight of my worries and fears #FearAndUncertainty",4
I'm shocked to find out that my favorite childhood game has a secret level that I never knew existed!,5
I just learned I've been speaking a new language in my sleep and I'm still reeling from the shock!,5
"You're the missing piece to my puzzle, and I'm so grateful to have you in my life #LoveOfMyLife",2
Just saw a viral video of a cat doing backflips and I'm still in awe of its agility!,5
Just realized I've been eating an entire pizza by myself and I'm SHOCKED it's still half full!,5
Who else is loving Taylor Swift's new album as much as I am? #TSwiftForever,1
"Life's cruel irony: I'm chasing happiness, but it keeps slipping through my fingers like sand #Disappointment",0
"Just got back to the office and I'm feeling like a new person, ready to tackle the day with joy and enthusiasm! #NewBeginnings",1
Just got back from a spontaneous road trip and I'm feeling carefree and alive! #joy #freedom,1
"In your eyes, I see my future, my love for you is the anchor that holds me together #LoveOfMyLife",2
"You're the cream to my coffee, the cheese to my pasta, and the love to my life #LoveOfMyLife",2
"Can't believe I let someone walk all over me and get away with it, I'm still fuming about it and I know I won't forget it anytime soon!",3
"My heart beats for you alone, and I'm so in love with the way you make me feel!",2
Feeling like I'm on cloud nine with my new placement and the exciting opportunities it brings #NewChapter #Joy,1
Just watched a horror movie and I'm still trying to shake off the feeling of dread that's settling in #Fear,4
